"Year","Tm","FG","FGA","X3P","X3PA","X2P","X2PA","FT","FTA","ORB","DRB","AST","STL","BLK","TOV","PTS"
1985,"DET",3840,7999,45,199,3795,7800,1783,2262,1403,2534,2302,691,397,1330,9508
1985,"GSW",3498,7555,112,397,3386,7158,1944,2531,1327,2139,1759,803,284,1425,9052
1985,"HOU",3748,7440,41,186,3707,7254,1581,2261,1325,2395,2239,683,597,1575,9118
1985,"IND",3489,7324,30,155,3459,7169,1871,2516,1198,2623,1945,625,366,1597,8879
1985,"KCK",3664,7275,63,238,3601,7037,2022,2595,1167,2327,2342,661,300,1585,9413
1985,"LAC",3527,7119,56,188,3471,6931,1674,2208,1163,2434,1934,534,497,1566,8784
1985,"LAL",3952,7254,90,295,3862,6959,1702,2232,1063,2550,2575,695,481,1522,9696
1985,"MIL",3564,7256,89,294,3475,6962,1873,2473,1256,2353,2164,689,486,1354,9090
1985,"NJN",3646,7445,52,224,3594,7221,1631,2237,1233,2325,2163,772,415,1331,8975
1985,"NYK",3435,7101,51,198,3384,6903,1706,2350,1116,2102,1999,754,267,1430,8627
1985,"PHI",3443,6992,59,224,3384,6768,2316,2883,1301,2364,1999,817,534,1556,9261
1985,"PHO",3507,7144,87,307,3420,6837,1757,2280,1026,2425,2335,727,349,1559,8858
1985,"POR",3708,7374,51,202,3657,7172,2002,2667,1202,2298,2225,821,516,1472,9469
1985,"SAS",3698,7202,55,202,3643,7000,1961,2571,1127,2470,2316,757,443,1521,9412
1985,"SEA",3277,6910,45,185,3232,6725,1777,2305,1019,2287,2185,649,343,1459,8376
1985,"TOT",1659,3504,21,91,1638,3413,806,1105,839,1382,720,326,322,722,4145
1985,"UTA",3478,7302,103,307,3375,6995,1878,2434,1081,2554,2143,712,697,1560,8937
1985,"WSB",3534,7383,109,398,3425,6985,1478,1989,1012,2395,2088,709,393,1266,8655
1986,"ATL",3447,7029,33,166,3414,6863,1979,2704,1249,2405,2025,736,434,1448,8906
1986,"BOS",3718,7312,138,393,3580,6919,1785,2248,1054,2753,2387,641,511,1339,9359
1986,"CHI",3476,7227,88,317,3388,6910,1922,2499,1280,2278,2006,609,400,1413,8962
1986,"CLE",3478,7239,132,391,3346,6848,1748,2325,1086,2455,2064,627,436,1399,8836
1986,"DAL",3631,7254,141,446,3490,6808,2050,2643,1059,2454,2108,605,369,1268,9453
1986,"DEN",3705,7868,71,305,3634,7563,1929,2416,1223,2317,2140,826,421,1315,9410
1986,"DET",3754,7750,55,182,3699,7568,1800,2300,1276,2461,2319,738,340,1326,9363
1986,"GSW",3650,7567,87,278,3563,7289,1912,2517,1271,2344,2018,751,354,1380,9299
1986,"HOU",3759,7671,85,310,3674,7361,1776,2434,1316,2434,2318,745,551,1353,9379
1986,"IND",3441,7150,23,143,3418,7007,1614,2183,1138,2613,2159,659,381,1488,8519
1986,"LAC",3388,7165,64,229,3324,6936,2067,2683,1159,2258,1968,694,501,1468,8907
1986,"LAL",3834,7343,138,409,3696,6934,1812,2329,1101,2555,2433,693,419,1449,9618
1986,"MIL",3601,7310,125,382,3476,6928,2063,2701,1189,2420,2158,805,460,1348,9390
1986,"NJN",3548,7301,43,214,3505,7087,1810,2396,1183,2483,2128,749,345,1556,8949
1986,"NYK",3239,7034,82,239,3157,6795,1534,2237,1081,2170,1877,714,308,1408,8094
1986,"PHI",3435,7058,51,224,3384,6834,2130,2810,1326,2378,2017,862,490,1556,9051
1986,"PHO",3518,6993,38,183,3480,6810,1949,2683,1034,2449,2272,773,379,1748,9023
1986,"POR",3610,7281,74,275,3536,7006,2142,2799,1153,2316,2180,859,356,1514,9436
1986,"SAC",3538,7220,30,134,3508,7086,1818,2338,1135,2377,2304,602,388,1513,8924
1986,"SAS",3596,7104,46,196,3550,6908,1882,2523,1069,2413,2260,800,390,1603,9120
1986,"SEA",3335,7059,79,300,3256,6759,1815,2331,1145,2256,1977,745,295,1402,8564
1986,"TOT",2913,6508,112,384,2801,6124,1650,2187,957,2336,2159,594,384,1341,7588
1986,"UTA",3453,7083,35,169,3418,6914,1930,2694,1068,2479,2199,717,666,1499,8871
1986,"WSB",3311,7148,116,408,3195,6740,1704,2286,1066,2432,1748,626,716,1319,8442
1987,"ATL",3435,7141,135,425,3300,6716,2019,2661,1350,2478,2077,700,511,1261,9024
1987,"BOS",3645,7051,207,565,3438,6486,1740,2153,933,2585,2421,561,526,1289,9237
1987,"CHI",3382,7155,78,299,3304,6856,1754,2254,1248,2400,2143,677,438,1229,8596
1987,"CLE",3349,7122,81,338,3268,6784,1779,2554,1257,2420,1912,672,559,1590,8558
1987,"DAL",3594,7373,231,653,3363,6720,2148,2717,1219,2494,2017,688,424,1193,9567
1987,"DEN",3744,7951,106,391,3638,7560,1975,2568,1294,2368,2317,754,421,1202,9569
1987,"DET",3544,7237,39,169,3505,7068,1991,2602,1245,2649,2021,643,436,1396,9118
1987,"GSW",3551,7412,116,364,3435,7048,1970,2526,1193,2351,2083,715,321,1345,9188
1987,"HOU",3465,7262,89,324,3376,6938,1746,2355,1190,2481,2227,654,555,1354,8765
1987,"IND",3454,7324,94,316,3360,7008,1696,2170,1132,2464,2170,697,311,1261,8698
1987,"LAC",3311,7332,78,348,3233,6984,1866,2515,1231,2137,1971,751,432,1439,8566
1987,"LAL",3740,7245,164,447,3576,6798,2012,2550,1127,2515,2428,728,482,1343,9656
1987,"MIL",3457,7282,185,572,3272,6710,1953,2549,1119,2322,2044,845,393,1244,9052
1987,"NJN",3374,7083,145,449,3229,6634,2000,2607,1169,2409,1991,643,397,1598,8893
1987,"NYK",3329,7023,125,375,3204,6648,1725,2362,1108,2162,1941,704,396,1397,8508
1987,"PHI",3335,6792,88,340,3247,6452,1971,2617,1178,2327,1943,768,540,1481,8729
1987,"PHO",3575,7190,61,252,3514,6938,1900,2499,1113,2366,2354,703,397,1464,9111
1987,"POR",3650,7249,98,339,3552,6910,2269,2928,1180,2413,2359,767,387,1531,9667
1987,"SAC",3522,7413,77,307,3445,7106,1974,2479,1282,2441,2185,513,397,1376,9095
1987,"SAS",3532,7456,117,403,3415,7053,1701,2292,1285,2347,2220,786,325,1385,8882
1987,"SEA",3593,7451,191,571,3402,6880,1948,2571,1373,2395,2184,705,450,1482,9325
1987,"TOT",3227,6969,66,264,3161,6705,1766,2446,1288,2181,2297,702,394,1461,8286
1987,"UTA",3485,7514,139,448,3346,7066,1735,2389,1194,2456,2240,835,628,1379,8844
1987,"WSB",3356,7397,43,218,3313,7179,1935,2531,1305,2315,1750,755,685,1284,8690
1988,"ATL",3443,7102,85,282,3358,6820,1873,2441,1228,2379,2062,635,537,1208,8844
1988,"BOS",3599,6905,271,705,3328,6200,1846,2300,930,2440,2448,620,415,1287,9315
1988,"CHI",3434,7015,56,243,3378,6772,1685,2221,1170,2459,2149,712,475,1236,8609
1988,"CLE",3313,6755,127,336,3186,6419,1813,2438,1015,2289,2070,733,526,1404,8566
1988,"DAL",3413,7191,154,526,3259,6665,1980,2510,1341,2495,1984,645,446,1232,8960
1988,"DEN",3770,7961,192,562,3578,7399,1841,2289,1163,2442,2300,832,401,1164,9573
1988,"DET",3461,7018,58,202,3403,6816,1977,2612,1181,2482,2011,588,394,1331,8957
1988,"GSW",3463,7404,91,312,3372,7092,1754,2204,1140,2252,2005,741,283,1376,8771
1988,"HOU",3465,7354,69,291,3396,7063,1936,2483,1239,2530,1936,712,502,1343,8935
1988,"IND",3436,7154,163,485,3273,6669,1546,1982,1078,2457,1977,619,345,1296,8581
1988,"LAC",3190,7194,79,317,3111,6877,1644,2305,1191,2350,1885,721,520,1501,8103
1988,"LAL",3576,7078,142,478,3434,6600,1956,2480,1073,2491,2347,672,404,1301,9250
1988,"MIL",3366,7079,133,410,3233,6669,1832,2364,1117,2335,2194,671,380,1252,8697
1988,"NJN",3208,6857,137,455,3071,6402,1682,2308,1075,2262,1795,727,385,1472,8235
1988,"NYK",3363,7232,179,567,3184,6665,1750,2306,1286,2194,2012,789,445,1492,8655
1988,"PHI",3214,6785,152,471,3062,6314,2087,2731,1219,2307,1897,672,465,1394,8667
1988,"PHO",3551,7302,118,357,3433,6945,1681,2200,1113,2379,2332,675,353,1385,8901
1988,"POR",3661,7460,117,380,3544,7080,2079,2701,1251,2491,2307,726,347,1335,9518
1988,"SAC",3458,7337,144,450,3314,6887,1795,2324,1232,2461,2116,582,493,1412,8855
1988,"SAS",3706,7559,133,412,3573,7147,1769,2412,1184,2335,2344,739,468,1400,9314
1988,"SEA",3544,7443,221,638,3323,6805,1826,2442,1313,2314,2146,775,447,1334,9135
1988,"TOT",8276,17683,454,1314,7822,16369,4266,5623,2765,6090,5515,1837,1261,3636,21272
1988,"UTA",3484,7092,129,404,3355,6688,1802,2404,1066,2553,2407,771,627,1462,8899
1988,"WSB",3355,7164,29,138,3326,7026,1914,2476,1229,2297,1875,698,502,1371,8653
1989,"ATL",3412,7230,110,397,3302,6833,2168,2709,1372,2316,1990,817,474,1276,9102
1989,"BOS",3520,7143,78,309,3442,6834,1840,2349,1179,2442,2189,639,418,1316,8958
1989,"CHH",3426,7430,134,430,3292,7000,1580,2060,1138,2200,2323,705,264,1295,8566
1989,"CHI",3448,6968,174,530,3274,6438,1656,2106,1018,2453,2213,722,376,1302,8726
1989,"CLE",3466,6904,170,474,3296,6430,1821,2438,1033,2475,2260,791,586,1290,8923
1989,"DAL",3244,6917,211,681,3033,6236,1785,2263,1048,2397,1867,579,476,1208,8484
1989,"DEN",3813,8140,228,676,3585,7464,1821,2314,1206,2513,2282,811,436,1204,9675
1989,"DET",3395,6879,120,400,3275,6479,1830,2379,1154,2546,2027,522,406,1316,8740
1989,"GSW",3730,7977,194,629,3536,7348,1904,2384,1323,2561,2009,831,643,1474,9558
1989,"HOU",3412,7196,164,523,3248,6673,1909,2527,1211,2554,2016,789,501,1534,8897
1989,"IND",3385,6945,202,615,3183,6330,1795,2275,1065,2497,2012,563,418,1525,8767
1989,"LAC",3526,7428,54,234,3472,7194,1606,2220,1156,2384,2208,815,530,1641,8712
1989,"LAL",3584,7143,227,667,3357,6476,2011,2508,1094,2612,2282,724,421,1322,9406
1989,"MIA",3221,7116,97,298,3124,6818,1477,2103,1309,2211,1958,744,408,1688,8016
1989,"MIL",3399,7167,179,567,3220,6600,1955,2382,1133,2272,2071,821,323,1280,8932
1989,"NJN",3333,7226,187,568,3146,6658,1653,2260,1204,2419,1793,773,431,1408,8506
1989,"NYK",3701,7611,386,1147,3315,6464,1779,2366,1322,2265,2083,900,446,1553,9567
1989,"PHI",3500,7201,204,646,3296,6555,1970,2504,1143,2356,2110,689,354,1190,9174
1989,"PHO",3754,7545,168,481,3586,7064,2051,2594,1095,2619,2280,693,416,1258,9727
1989,"POR",3695,7795,216,645,3479,7150,1789,2416,1384,2381,2212,828,388,1419,9395
1989,"SAC",3362,7351,307,824,3055,6527,1620,2104,1141,2454,1970,624,409,1335,8651
1989,"SAS",3469,7409,63,293,3406,7116,1651,2367,1295,2181,2037,961,423,1689,8652
1989,"SEA",3564,7478,293,774,3271,6704,1775,2379,1397,2238,2083,864,494,1381,9196
1989,"TOT",6615,14394,346,1065,6269,13329,3673,4768,2287,4797,3462,1265,785,2674,17249
1989,"UTA",3182,6595,114,380,3068,6215,2110,2742,1050,2607,2108,720,583,1495,8588
1989,"WSB",3519,7591,52,243,3467,7348,1789,2318,1254,2354,2048,694,325,1272,8879
1990,"ATL",3417,7019,124,411,3293,6608,1943,2544,1273,2187,1820,717,353,1239,8901
1990,"BOS",3563,7148,106,404,3457,6744,1791,2153,1066,2707,2423,539,455,1242,9023
1990,"CHH",3270,7183,205,611,3065,6572,1487,1967,962,2211,2080,778,262,1194,8232
1990,"CHI",3531,7090,250,669,3281,6421,1665,2140,1075,2279,2172,814,388,1201,8977
1990,"CLE",3214,6977,346,851,2868,6126,1637,2201,1128,2380,2106,645,512,1205,8411
1990,"DAL",3246,6831,157,486,3089,6345,1735,2261,1042,2419,1776,664,398,1193,8384
1990,"DEN",3716,8015,228,677,3488,7338,1737,2201,1169,2532,2275,814,329,1123,9397
1990,"DET",3333,6980,177,541,3156,6439,1713,2252,1185,2458,1996,512,418,1194,8556
1990,"GSW",3489,7208,243,750,3246,6458,2313,2858,915,2385,1978,756,488,1401,9534
1990,"HOU",3483,7250,153,491,3330,6759,1633,2267,1217,2638,2194,809,551,1475,8752
1990,"IND",3381,6807,294,770,3087,6037,1906,2335,940,2388,2023,552,350,1302,8962
1990,"LAC",3319,6853,56,230,3263,6623,1815,2458,1056,2362,1978,782,507,1514,8509
1990,"LAL",3434,7010,309,841,3125,6169,1902,2417,1097,2460,2232,655,445,1188,9079
1990,"MIA",3383,7345,88,300,3295,7045,1393,2028,1242,2313,1957,736,388,1498,8247
1990,"MIL",3380,7146,209,670,3171,6476,1722,2273,1108,2246,2046,826,326,1278,8691
1990,"MIN",3067,6876,73,294,2994,6582,1596,2137,1196,2053,1844,789,344,1099,7803
1990,"NJN",3157,7415,140,506,3017,6909,1754,2350,1363,2324,1475,774,481,1306,8208
1990,"NYK",3434,7089,236,710,3198,6379,1775,2349,1187,2426,2140,714,492,1374,8879
1990,"ORL",3457,7525,116,393,3341,7132,2060,2725,1304,2465,1993,617,294,1382,9090
1990,"PHI",3437,7028,189,543,3248,6485,1976,2509,1111,2406,1932,687,365,1161,9039
1990,"PHO",3544,7139,176,543,3368,6596,2159,2716,1053,2651,2109,668,501,1257,9423
1990,"POR",3572,7547,190,565,3382,6982,2031,2734,1355,2552,2085,749,364,1333,9365
1990,"SAC",3305,7056,216,649,3089,6407,1515,1964,952,2363,2052,546,392,1192,8341
1990,"SAS",3388,6997,54,226,3334,6771,1888,2535,1163,2474,2037,799,554,1354,8718
1990,"SEA",3466,7243,231,650,3235,6593,1606,2167,1323,2255,1874,701,335,1298,8769
1990,"TOT",5591,12503,221,753,5370,11750,2785,3913,1976,4233,3984,1376,812,2492,14188
1990,"UTA",3330,6593,226,630,3104,5963,1874,2484,953,2501,2212,677,491,1376,8760
1990,"WSB",3598,7581,37,197,3561,7384,1599,2093,1198,2450,2214,561,424,1178,8832
1991,"ATL",3349,7223,271,836,3078,6387,2034,2544,1235,2420,1864,729,374,1209,9003
1991,"BOS",3695,7214,109,346,3586,6868,1646,1997,1088,2697,2160,672,565,1308,9145
1991,"CHH",3286,7033,131,417,3155,6616,1725,2214,1027,2200,2019,759,304,1254,8428
1991,"CHI",3632,7125,155,424,3477,6701,1605,2111,1148,2342,2212,822,438,1148,9024
1991,"CLE",3259,6857,160,479,3099,6378,1665,2176,1011,2329,2240,643,450,1252,8343
1991,"DAL",3245,6890,193,600,3052,6290,1512,1986,984,2360,1821,581,397,1149,8195
1991,"DEN",3901,8868,300,1059,3601,7809,1726,2263,1520,2530,2005,856,406,1308,9828
1991,"DET",3194,6875,131,440,3063,6435,1686,2211,1206,2452,1825,487,367,1143,8205
1991,"GSW",3566,7346,270,801,3296,6545,2162,2761,1113,2306,1954,803,378,1338,9564
1991,"HOU",3403,7287,316,989,3087,6298,1631,2200,1275,2508,1906,796,409,1358,8753
1991,"IND",3450,6994,249,749,3201,6245,2010,2479,1018,2376,2181,658,357,1327,9159
1991,"LAC",3391,7315,113,434,3278,6881,1596,2273,1246,2500,2119,725,507,1393,8491
1991,"LAL",3343,6911,226,744,3117,6167,1805,2261,1078,2440,2091,642,384,1155,8717
1991,"MIA",3280,7139,140,464,3140,6675,1649,2307,1232,2302,1904,756,387,1510,8349
1991,"MIL",3337,6948,257,753,3080,6195,1796,2241,1079,2162,2075,894,330,1278,8727
1991,"MIN",3265,7276,108,381,3157,6895,1531,2082,1275,2113,1885,712,440,1003,8169
1991,"NJN",3311,7459,161,586,3150,6873,1658,2245,1400,2348,1782,748,600,1388,8441
1991,"NYK",3308,6822,185,558,3123,6264,1654,2147,1053,2436,2172,638,418,1343,8455
1991,"ORL",3298,7256,270,754,3028,6502,1818,2447,1233,2429,1809,602,306,1347,8684
1991,"PHI",3289,6925,195,618,3094,6307,1868,2366,984,2496,1824,678,479,1187,8641
1991,"PHO",3573,7199,138,432,3435,6767,2064,2680,1132,2598,2209,687,535,1259,9348
1991,"POR",3577,7369,341,904,3236,6465,1912,2538,1202,2561,2254,724,410,1290,9407
1991,"SAC",3086,6818,216,578,2870,6240,1540,2105,1027,2218,1991,631,513,1236,7928
1991,"SAS",3409,6988,81,297,3328,6691,1883,2459,1131,2657,2140,670,571,1417,8782
1991,"SEA",3500,7117,136,427,3364,6690,1608,2143,1222,2173,2042,861,380,1355,8744
1991,"TOT",5714,12002,252,775,5462,11227,2692,3496,2006,3853,1987,1030,554,1941,14372
1991,"UTA",3214,6537,148,458,3066,6079,1951,2472,867,2474,2217,652,451,1269,8527
1991,"WSB",3390,7268,55,284,3335,6984,1478,2028,1173,2390,2081,588,468,1325,8313
1992,"ATL",3492,7476,210,671,3282,6805,1517,2074,1288,2498,2123,793,320,1223,8711
1992,"BOS",3543,7196,110,359,3433,6837,1549,1917,1095,2583,2072,636,484,1137,8745
1992,"CHH",3613,7568,117,369,3496,7199,1637,2168,1164,2367,2284,822,309,1235,8980
1992,"CHI",3643,7168,138,454,3505,6714,1587,2132,1173,2439,2279,672,480,1050,9011
1992,"CLE",3427,7025,253,708,3174,6317,1819,2259,1041,2450,2260,616,621,1037,8926
1992,"DAL",3120,7104,268,797,2852,6307,1499,1999,1194,2439,1630,536,349,1161,8007
1992,"DEN",3262,7380,126,418,3136,6962,1526,2067,1350,2352,1553,773,461,1394,8176
1992,"DET",3191,6867,165,526,3026,6341,1566,2108,1210,2421,1899,546,357,1178,8113
1992,"GSW",3767,7427,254,763,3513,6664,1944,2606,1137,2376,2064,854,375,1325,9732
1992,"HOU",3273,6894,329,959,2944,5935,1491,2020,1074,2432,2058,656,571,1341,8366
1992,"IND",3498,7079,333,940,3165,6139,1868,2364,1083,2564,2398,705,393,1375,9197
1992,"LAC",3347,7076,145,502,3202,6574,1601,2223,1132,2393,2053,824,498,1250,8440
1992,"LAL",3183,6977,119,445,3064,6532,1744,2278,1156,2196,1803,756,400,1044,8229
1992,"MIA",3256,7061,257,751,2999,6310,1839,2329,1187,2366,1749,670,373,1332,8608
1992,"MIL",3321,7216,371,1005,2950,6211,1596,2104,1297,2172,2018,863,317,1305,8609
1992,"MIN",3366,7342,126,394,3240,6948,1379,1857,1167,2168,2025,619,526,1103,8237
1992,"NJN",3473,7580,224,670,3249,6910,1471,2009,1512,2392,1937,736,615,1354,8641
1992,"NYK",3312,6947,201,618,3111,6329,1503,2049,1185,2489,2130,634,382,1204,8328
1992,"ORL",3220,7102,197,608,3023,6494,1693,2268,1171,2329,1792,643,367,1350,8330
1992,"PHI",3187,6761,227,680,2960,6081,1757,2267,1058,2309,1755,692,482,1192,8358
1992,"PHO",3553,7219,227,596,3326,6623,1861,2397,1088,2558,2202,673,582,1212,9194
1992,"POR",3476,7352,325,944,3151,6408,1858,2463,1294,2549,2065,753,410,1300,9135
1992,"SAC",3348,7189,238,675,3110,6514,1615,2162,1054,2354,1957,727,618,1326,8549
1992,"SAS",3377,7090,118,404,3259,6686,1652,2246,1229,2552,2010,729,608,1278,8524
1992,"SEA",3380,7128,205,647,3175,6481,1772,2263,1282,2257,1877,775,448,1280,8737
1992,"TOT",2938,6702,149,535,2789,6167,1396,1903,1012,2181,2417,793,365,1302,7421
1992,"UTA",3379,6866,158,458,3221,6408,1961,2490,1097,2543,2188,715,448,1244,8877
1992,"WSB",3364,7301,146,537,3218,6764,1521,1956,1069,2345,2011,713,422,1213,8395
1993,"ATL",3392,7272,382,1076,3010,6196,1648,2221,1290,2344,2084,806,278,1294,8814
1993,"BOS",3453,7093,110,383,3343,6710,1486,1912,1076,2436,1999,647,458,1135,8502
1993,"CHH",3512,7210,175,537,3337,6673,1831,2374,1095,2508,2161,639,473,1285,9030
1993,"CHI",3475,7205,244,669,3231,6536,1431,1952,1290,2283,2133,783,410,1060,8625
1993,"CLE",3425,6887,283,742,3142,6145,1699,2119,929,2496,2349,615,536,1093,8832
1993,"DAL",3164,7271,283,837,2881,6434,1530,2171,1234,2265,1683,649,355,1417,8141
1993,"DEN",3352,7282,138,454,3214,6828,1784,2360,1266,2564,1735,651,565,1368,8626
1993,"DET",3267,7211,292,908,2975,6303,1426,1957,1293,2315,1941,580,249,1112,8252
1993,"GSW",3474,7212,298,852,3176,6360,1768,2465,1219,2384,2010,693,383,1405,9014
1993,"HOU",3280,6744,387,1073,2893,5671,1584,2090,985,2532,2115,682,543,1255,8531
1993,"IND",3371,7022,257,789,3114,6233,1837,2399,1220,2455,2144,615,403,1211,8836
1993,"LAC",3544,7329,133,491,3411,6838,1562,2177,1183,2360,2242,847,491,1311,8783
1993,"LAL",3309,6994,187,626,3122,6368,1741,2304,1103,2288,2013,782,431,1229,8546
1993,"MIA",3127,6850,333,940,2794,5910,1908,2476,1134,2384,1688,609,350,1238,8495
1993,"MIL",3268,6924,312,936,2956,5988,1544,2081,1050,2113,2084,863,393,1323,8392
1993,"MIN",3043,6529,166,569,2877,5960,1794,2247,940,2204,2001,649,455,1355,8046
1993,"NJN",3272,7084,155,488,3117,6596,1732,2258,1291,2506,1872,693,526,1307,8431
1993,"NYK",3209,6898,193,604,3016,6294,1717,2316,1150,2660,2125,680,372,1266,8328
1993,"ORL",3257,6708,317,889,2940,5819,1821,2495,1040,2566,1952,542,467,1389,8652
1993,"PHI",3225,7075,330,941,2895,6134,1776,2259,1031,2431,2038,672,566,1307,8556
1993,"PHO",3494,7093,398,1095,3096,5998,1912,2539,1141,2510,2087,752,455,1323,9298
1993,"POR",3361,7343,275,843,3086,6500,1901,2551,1226,2507,1969,770,425,1191,8898
1993,"SAC",3360,7264,262,788,3098,6476,1865,2447,1137,2281,2075,768,348,1343,8847
1993,"SAS",3311,6762,236,692,3075,6070,1794,2346,919,2542,2012,582,514,1193,8652
1993,"SEA",3473,7140,218,610,3255,6530,1720,2259,1222,2254,1906,944,409,1226,8884
1993,"TOT",2698,5801,168,560,2530,5241,1330,1823,1195,2338,1427,686,375,1114,6894
1993,"UTA",3336,6828,130,414,3206,6414,1907,2491,1041,2463,2177,746,344,1241,8709
1993,"WSB",3302,7065,174,578,3128,6487,1575,2107,1031,2317,2110,673,359,1276,8353
1994,"ATL",3247,7039,268,830,2979,6209,1556,2070,1250,2423,2056,915,449,1205,8318
1994,"BOS",3333,7057,138,477,3195,6580,1463,2003,1037,2380,1928,674,440,1190,8267
1994,"CHH",3382,7100,336,916,3046,6184,1632,2135,1019,2475,2214,724,394,1228,8732
1994,"CHI",3245,6815,233,659,3012,6156,1310,1859,1143,2391,2102,740,354,1229,8033
1994,"CLE",3133,6731,294,813,2839,5918,1736,2254,1090,2353,2049,705,426,1099,8296
1994,"DAL",3055,7070,241,773,2814,6297,1450,1942,1271,2150,1629,767,299,1328,7801
1994,"DEN",3156,6781,170,597,2986,6184,1739,2423,1105,2557,1763,679,686,1373,8221
1994,"DET",3169,7017,358,1041,2811,5976,1253,1715,1027,2320,1767,602,309,1203,7949
1994,"GSW",3512,7145,291,859,3221,6286,1529,2304,1183,2396,2198,804,511,1397,8844
1994,"HOU",3197,6733,429,1285,2768,5448,1469,1978,926,2619,2087,717,485,1305,8292
1994,"IND",3167,6516,184,500,2983,6016,1762,2387,1130,2409,2055,706,457,1387,8280
1994,"LAC",3343,7163,252,831,3091,6332,1509,2128,1120,2410,2169,807,421,1441,8447
1994,"LAL",3291,7316,241,803,3050,6513,1410,1967,1260,2204,1983,751,461,1144,8233
1994,"MIA",3197,6896,337,997,2860,5899,1744,2223,1235,2407,1856,643,374,1274,8475
1994,"MIL",3044,6807,331,1019,2713,5788,1530,2181,1126,2154,1946,800,407,1299,7949
1994,"MIN",2985,6535,183,557,2802,5978,1777,2303,990,2343,1967,600,440,1417,7930
1994,"NJN",3169,7115,223,683,2946,6432,1900,2495,1300,2556,1900,696,576,1162,8461
1994,"NYK",3098,6735,316,908,2782,5827,1564,2097,1175,2542,2067,752,385,1329,8076
1994,"ORL",3341,6883,394,1137,2947,5746,1590,2346,1177,2356,2070,683,456,1291,8666
1994,"PHI",3103,6819,318,942,2785,5877,1509,2112,1012,2394,1827,663,525,1314,8033
1994,"PHO",3429,7080,344,1042,3085,6038,1674,2301,1220,2453,2261,745,460,1276,8876
1994,"POR",3371,7427,272,770,3099,6657,1781,2396,1302,2460,2070,744,409,1177,8795
1994,"SAC",3179,7027,257,729,2922,6298,1676,2292,1122,2349,2029,669,355,1293,8291
1994,"SAS",3178,6688,249,714,2929,5974,1597,2151,1189,2597,1896,561,450,1142,8202
1994,"SEA",3338,6901,242,722,3096,6179,1769,2374,1148,2233,2112,1053,365,1214,8687
1994,"TOT",5830,12853,345,1124,5485,11729,2766,3760,2087,4015,2786,1227,643,2189,14771
1994,"UTA",3207,6729,179,559,3028,6170,1761,2379,1059,2385,2179,751,364,1142,8354
1994,"WSB",3195,6826,221,744,2974,6082,1618,2162,1071,2189,1823,701,321,1351,8229
1995,"ATL",2986,6680,539,1580,2447,5100,1410,1948,1104,2272,1757,738,412,1181,7921
1995,"BOS",3179,6847,362,984,2817,5863,1708,2268,1156,2320,1783,612,361,1269,8428
1995,"CHH",3051,6438,560,1409,2491,5029,1587,2042,832,2395,2072,620,399,1165,8249
1995,"CHI",3191,6710,443,1187,2748,5523,1500,2065,1106,2294,1970,797,352,1233,8325
1995,"CLE",2756,6255,398,1033,2358,5222,1507,1982,1045,2237,1672,630,349,1090,7417
1995,"DAL",3227,7342,386,1200,2841,6142,1622,2210,1514,2433,1941,579,348,1308,8462
1995,"DEN",3098,6461,413,1160,2685,5301,1700,2305,1040,2402,1836,660,585,1332,8309
1995,"DET",3060,6633,494,1396,2566,5237,1439,1941,958,2204,1872,705,420,1286,8053
1995,"GSW",3217,6873,546,1602,2671,5271,1687,2395,1101,2371,2017,649,391,1460,8667
1995,"HOU",3159,6579,646,1757,2513,4822,1527,2039,880,2440,2060,721,514,1280,8491
1995,"IND",2983,6248,374,985,2609,5263,1796,2390,1051,2290,1877,703,363,1312,8136
1995,"LAC",3060,6888,331,1051,2729,5837,1476,2079,1064,2076,1805,787,435,1272,7927
1995,"LAL",3284,7088,525,1492,2759,5596,1523,2072,1126,2316,2078,750,563,1203,8616
1995,"MIA",3144,6738,436,1182,2708,5556,1569,2133,1092,2272,1779,662,298,1258,8293
1995,"MIL",3022,6586,494,1349,2528,5237,1608,2259,1063,2187,1737,674,359,1342,8146
1995,"MIN",2792,6219,318,1016,2474,5203,1824,2355,883,2090,1780,609,402,1334,7726
1995,"NJN",2939,6738,414,1297,2525,5441,1750,2305,1213,2569,1884,544,548,1250,8042
1995,"NYK",2985,6394,532,1446,2453,4948,1552,2114,929,2473,2055,591,387,1270,8054
1995,"ORL",3460,6899,523,1412,2937,5487,1648,2465,1149,2457,2281,672,488,1267,9091
1995,"PHI",2949,6577,355,936,2594,5641,1567,2125,1105,2230,1566,643,576,1300,7820
1995,"PHO",3356,6967,584,1584,2772,5383,1777,2352,1027,2403,2198,687,312,1145,9073
1995,"POR",3217,7134,462,1266,2755,5868,1555,2230,1352,2443,1846,668,467,1177,8451
1995,"SAC",3025,6463,359,1037,2666,5426,1647,2317,1073,2325,1824,650,457,1398,8056
1995,"SAS",3236,6687,434,1158,2802,5529,1836,2487,1029,2661,1919,656,456,1210,8742
1995,"SEA",3310,6741,491,1305,2819,5436,1944,2564,1068,2337,2115,917,392,1263,9055
1995,"TOT",4019,8962,656,1985,3363,6977,2057,2789,1493,3178,2201,875,439,1643,10751
1995,"UTA",3243,6339,301,801,2942,5538,1939,2483,874,2412,2256,758,392,1245,8726
1995,"WSB",3176,6899,433,1264,2743,5635,1457,2013,1044,2219,1749,648,404,1270,8242
